			Id(Bk)Syl1	Id(Bk)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
			Id(Bk)Syl1	Id(Bk)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
	OEo		 1 	 1 	 1 		 1 	 2 	 1 	 1 		
	OEO		 1 	 2 	 2 		 1 	 1 	 1 	 1 	 1 	 1 
	Oeo		 1 	 2 	 1 		 1 	 1 				
	OeO		 1 	 3 	 2 							
oEa	oEa	 1 										
	oEA			 1 							 1 	 2 
	oea			 1 			 1 	 1 			 1 	 1 
	oeA			 2 							 1 	 1 
	OEa		 1 	 1 	 1 		 1 	 2 	 1 	 1 		
	OEA		 1 	 2 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	Oea		 1 	 2 	 1 		 1 	 1 				
	OeA		 1 	 3 	 1 							
oEu	oEu	 1 										
	oEy			 1 							 1 	 2 
	oeu			 1 			 1 	 1 			 1 	 1 
	oey			 2 							 1 	 1 
	OEu		 1 	 1 	 1 		 1 	 2 	 1 	 1 		
	OEy		 1 	 2 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	Oeu		 1 	 2 	 1 		 1 	 1 				
	Oey		 1 	 3 	 1 							
ooi	ooi	 1 										
	ooI			 1 		 1 						
	oOi			 1 	 1 						 1 	 1 
	oOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Ooi		 1 	 1 	 1 		 1 	 1 				
	OoI		 1 	 2 	 1 	 1 	 1 	 2 		 1 		
	OOi		 1 	 2 	 2 							
	OOI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 		
ooE	ooE	 1 										
	ooe			 1 							 1 	 2 
	oOE			 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	oOe			 2 	 1 						 1 	 1 
	OoE		 1 	 1 	 1 		 1 	 2 		 1 		
	Ooe		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OOE		 1 	 2 	 2 		 1 	 1 	 1 	 1 		
	OOe		 1 	 3 	 2 							
ooo	ooo	 1 										
	ooO			 1 	 1 						 1 	 2 
	oOo			 1 	 1 		 1 	 1 			 1 	 1 
	oOO			 2 	 2 						 1 	 1 
	Ooo		 1 	 1 	 1 		 1 	 2 				
	OoO		 1 	 2 	 2 		 1 	 1 			 1 	 1 
	OOo		 1 	 2 	 2 		 1 	 1 				
	OOO		 1 	 3 	 3 							
ooa	ooa	 1 										
	ooA			 1 							 1 	 2 
	oOa			 1 	 1 		 1 	 1 			 1 	 1 
	oOA			 2 	 1 						 1 	 1 
	Ooa		 1 	 1 	 1 		 1 	 2 				
	OoA		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OOa		 1 	 2 	 2 		 1 	 1 				
	OOA		 1 	 3 	 2 							
oou	oou	 1 										
	ooy			 1 							 1 	 2 
	oOu			 1 	 1 		 1 	 1 			 1 	 1 
	oOy			 2 	 1 						 1 	 1 
	Oou		 1 	 1 	 1 		 1 	 2 				
	Ooy		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OOu		 1 	 2 	 2 		 1 	 1 				
	OOy		 1 	 3 	 2 							
oai	oai	 1 										
	oaI			 1 		 1 						
	oAi			 1 							 1 	 1 
	oAI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oai		 1 	 1 	 1 		 1 	 1 				
	OaI		 1 	 2 	 1 	 1 	 1 	 2 		 1 		
	OAi		 1 	 2 	 1 							
	OAI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 		
oaE	oaE	 1 										
	oae			 1 							 1 	 2 
	oAE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	oAe			 2 							 1 	 1 
	OaE		 1 	 1 	 1 		 1 	 2 		 1 		
	Oae		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OAE		 1 	 2 	 1 		 1 	 1 	 1 	 1 		
	OAe		 1 	 3 	 1 							
oao	oao	 1 										
	oaO			 1 	 1 						 1 	 2 
	oAo			 1 			 1 	 1 			 1 	 1 
	oAO			 2 	 1 						 1 	 1 
	Oao		 1 	 1 	 1 		 1 	 2 				
	OaO		 1 	 2 	 2 		 1 	 1 			 1 	 1 
	OAo		 1 	 2 	 1 		 1 	 1 				
	OAO		 1 	 3 	 2 							
oaa	oaa	 1 										
	oaA			 1 							 1 	 2 
	oAa			 1 			 1 	 1 			 1 	 1 
	oAA			 2 							 1 	 1 
	Oaa		 1 	 1 	 1 		 1 	 2 				
	OaA		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OAa		 1 	 2 	 1 		 1 	 1 				
	OAA		 1 	 3 	 1 							
oau	oau	 1 										
	oay			 1 							 1 	 2 
	oAu			 1 			 1 	 1 			 1 	 1 
	oAy			 2 							 1 	 1 
	Oau		 1 	 1 	 1 		 1 	 2 				
	Oay		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OAu		 1 	 2 	 1 		 1 	 1 				
	OAy		 1 	 3 	 1 							
oui	oui	 1 										
	ouI			 1 		 1 						
	oyi			 1 							 1 	 1 
	oyI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oui		 1 	 1 	 1 		 1 	 1 				
	OuI		 1 	 2 	 1 	 1 	 1 	 2 		 1 		
	Oyi		 1 	 2 	 1 							
	OyI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 		
ouE	ouE	 1 										
	oue			 1 							 1 	 2 
	oyE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	oye			 2 							 1 	 1 
	OuE		 1 	 1 	 1 		 1 	 2 		 1 		
	Oue		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	OyE		 1 	 2 	 1 		 1 	 1 	 1 	 1 		
	Oye		 1 	 3 	 1 							
ouo	ouo	 1 										
	ouO			 1 	 1 						 1 	 2 
	oyo			 1 			 1 	 1 			 1 	 1 
	oyO			 2 	 1 						 1 	 1 
	Ouo		 1 	 1 	 1 		 1 	 2 				
	OuO		 1 	 2 	 2 		 1 	 1 			 1 	 1 
	Oyo		 1 	 2 	 1 		 1 	 1 				
	OyO		 1 	 3 	 2 							
oua	oua	 1 										
	ouA			 1 							 1 	 2 
	oya			 1 			 1 	 1 			 1 	 1 
	oyA			 2 							 1 	 1 
	Oua		 1 	 1 	 1 		 1 	 2 				
	OuA		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	Oya		 1 	 2 	 1 		 1 	 1 				
	OyA		 1 	 3 	 1 							
ouu	ouu	 1 										
	ouy			 1 							 1 	 2 
	oyu			 1 			 1 	 1 			 1 	 1 
	oyy			 2 							 1 	 1 
	Ouu		 1 	 1 	 1 		 1 	 2 				
	Ouy		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	Oyu		 1 	 2 	 1 		 1 	 1 				
	Oyy		 1 	 3 	 1 							
aii	aii	 1 										
	aiI			 1 		 1 						
	aII			 2 		 2 						
	Aii		 1 	 1 								
	AiI		 1 	 2 		 1 		 1 		 1 		
	AIi		 1 	 2 		 1 	 1 	 1 	 1 	 1 		
	AII		 1 	 3 		 2 	 1 	 2 	 1 	 2 		
aiE	aiE	 1 										
	aie			 1 								 1 
	aIE			 1 		 1 						
	aIe			 2 		 1 					 1 	 2 
	AiE		 1 	 1 				 1 		 1 		
	Aie		 1 	 2 								
	AIE		 1 	 2 		 1 	 1 	 2 	 1 	 2 		
	AIe		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
aio	aio	 1 										
	aiO			 1 	 1 							 1 
	aIo			 1 		 1 						
	aIO			 2 	 1 	 1 					 1 	 2 
	Aio		 1 	 1 				 1 				
	AiO		 1 	 2 	 1 							
	AIo		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	AIO		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
aia	aia	 1 										
	aiA			 1 								 1 
	aIa			 1 		 1 						
	aIA			 2 		 1 					 1 	 2 
	Aia		 1 	 1 				 1 				
	AiA		 1 	 2 								
	AIa		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	AIA		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
aiu	aiu	 1 										
	aiy			 1 								 1 
	aIu			 1 		 1 						
	aIy			 2 		 1 					 1 	 2 
	Aiu		 1 	 1 				 1 				
	Aiy		 1 	 2 								
	AIu		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	AIy		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
aEi	aEi	 1 										
	aEI			 1 		 1 						
	aei			 1 							 1 	 1 
	aeI			 2 		 1 	 1 	 1 			 1 	 1 
	AEi		 1 	 1 			 1 	 1 	 1 	 1 		
	AEI		 1 	 2 		 1 	 1 	 2 	 1 	 2 		
	Aei		 1 	 2 								
	AeI		 1 	 3 		 1 	 1 	 1 		 1 		
aEE	aEE	 1 										
	aEe			 1 							 1 	 2 
	aeE			 1 			 1 	 1 			 1 	 1 
	aee			 2 							 1 	 1 
	AEE		 1 	 1 			 1 	 2 	 1 	 2 		
	AEe		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	AeE		 1 	 2 			 1 	 1 		 1 		
	Aee		 1 	 3 								
aEo	aEo	 1 										
	aEO			 1 	 1 						 1 	 2 
	aeo			 1 			 1 	 1 			 1 	 1 
	aeO			 2 	 1 						 1 	 1 
	AEo		 1 	 1 			 1 	 2 	 1 	 1 		
	AEO		 1 	 2 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	Aeo		 1 	 2 			 1 	 1 				
	AeO		 1 	 3 	 1 							
aEa	aEa	 1 										
	aEA			 1 							 1 	 2 
	aea			 1 			 1 	 1 			 1 	 1 
	aeA			 2 							 1 	 1 
	AEa		 1 	 1 			 1 	 2 	 1 	 1 		
	AEA		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Aea		 1 	 2 			 1 	 1 				
	AeA		 1 	 3 								
aEu	aEu	 1 										
	aEy			 1 							 1 	 2 
	aeu			 1 			 1 	 1 			 1 	 1 
	aey			 2 							 1 	 1 
	AEu		 1 	 1 			 1 	 2 	 1 	 1 		
	AEy		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Aeu		 1 	 2 			 1 	 1 				
	Aey		 1 	 3 								
aoi	aoi	 1 										
	aoI			 1 		 1 						
	aOi			 1 	 1 						 1 	 1 
	aOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aoi		 1 	 1 			 1 	 1 				
	AoI		 1 	 2 		 1 	 1 	 2 		 1 		
	AOi		 1 	 2 	 1 							
	AOI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 		
aoE	aoE	 1 										
	aoe			 1 							 1 	 2 
	aOE			 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	aOe			 2 	 1 						 1 	 1 
	AoE		 1 	 1 			 1 	 2 		 1 		
	Aoe		 1 	 2 			 1 	 1 			 1 	 1 
	AOE		 1 	 2 	 1 		 1 	 1 	 1 	 1 		
	AOe		 1 	 3 	 1 							
aoo	aoo	 1 										
	aoO			 1 	 1 						 1 	 2 
	aOo			 1 	 1 		 1 	 1 			 1 	 1 
	aOO			 2 	 2 						 1 	 1 
	Aoo		 1 	 1 			 1 	 2 				
	AoO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	AOo		 1 	 2 	 1 		 1 	 1 				
	AOO		 1 	 3 	 2 							
aoa	aoa	 1 										
	aoA			 1 							 1 	 2 
	aOa			 1 	 1 		 1 	 1 			 1 	 1 
	aOA			 2 	 1 						 1 	 1 
	Aoa		 1 	 1 			 1 	 2 				
	AoA		 1 	 2 			 1 	 1 			 1 	 1 
	AOa		 1 	 2 	 1 		 1 	 1 				
	AOA		 1 	 3 	 1 							
aou	aou	 1 										
	aoy			 1 							 1 	 2 
	aOu			 1 	 1 		 1 	 1 			 1 	 1 
	aOy			 2 	 1 						 1 	 1 
	Aou		 1 	 1 			 1 	 2 				
	Aoy		 1 	 2 			 1 	 1 			 1 	 1 
	AOu		 1 	 2 	 1 		 1 	 1 				
	AOy		 1 	 3 	 1 							
aai	aai	 1 										
	aaI			 1 		 1 						
	aAi			 1 							 1 	 1 
	aAI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aai		 1 	 1 			 1 	 1 				
	AaI		 1 	 2 		 1 	 1 	 2 		 1 		
	AAi		 1 	 2 								
	AAI		 1 	 3 		 1 	 1 	 1 	 1 	 1 		
aaE	aaE	 1 										
	aae			 1 							 1 	 2 
	aAE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	aAe			 2 							 1 	 1 
	AaE		 1 	 1 			 1 	 2 		 1 		
	Aae		 1 	 2 			 1 	 1 			 1 	 1 
	AAE		 1 	 2 			 1 	 1 	 1 	 1 		
	AAe		 1 	 3 								
aao	aao	 1 										
	aaO			 1 	 1 						 1 	 2 
	aAo			 1 			 1 	 1 			 1 	 1 
	aAO			 2 	 1 						 1 	 1 
	Aao		 1 	 1 			 1 	 2 				
	AaO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	AAo		 1 	 2 			 1 	 1 				
	AAO		 1 	 3 	 1 							
aaa	aaa	 1 										
	aaA			 1 							 1 	 2 
	aAa			 1 			 1 	 1 			 1 	 1 
	aAA			 2 							 1 	 1 
	Aaa		 1 	 1 			 1 	 2 				
	AaA		 1 	 2 			 1 	 1 			 1 	 1 
	AAa		 1 	 2 			 1 	 1 				
	AAA		 1 	 3 								
aau	aau	 1 										
	aay			 1 							 1 	 2 
	aAu			 1 			 1 	 1 			 1 	 1 
	aAy			 2 							 1 	 1 
	Aau		 1 	 1 			 1 	 2 				
	Aay		 1 	 2 			 1 	 1 			 1 	 1 
	AAu		 1 	 2 			 1 	 1 				
	AAy		 1 	 3 								
aui	aui	 1 										
	auI			 1 		 1 						
	ayi			 1 							 1 	 1 
	ayI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aui		 1 	 1 			 1 	 1 				
	AuI		 1 	 2 		 1 	 1 	 2 		 1 		
	Ayi		 1 	 2 								
	AyI		 1 	 3 		 1 	 1 	 1 	 1 	 1 		
auE	auE	 1 										
	aue			 1 							 1 	 2 
	ayE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	aye			 2 							 1 	 1 
	AuE		 1 	 1 			 1 	 2 		 1 		
	Aue		 1 	 2 			 1 	 1 			 1 	 1 
	AyE		 1 	 2 			 1 	 1 	 1 	 1 		
	Aye		 1 	 3 								
auo	auo	 1 										
	auO			 1 	 1 						 1 	 2 
	ayo			 1 			 1 	 1 			 1 	 1 
	ayO			 2 	 1 						 1 	 1 
	Auo		 1 	 1 			 1 	 2 				
	AuO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	Ayo		 1 	 2 			 1 	 1 				
	AyO		 1 	 3 	 1 							
aua	aua	 1 										
	auA			 1 							 1 	 2 
	aya			 1 			 1 	 1 			 1 	 1 
	ayA			 2 							 1 	 1 
	Aua		 1 	 1 			 1 	 2 				
	AuA		 1 	 2 			 1 	 1 			 1 	 1 
	Aya		 1 	 2 			 1 	 1 				
	AyA		 1 	 3 								
auu	auu	 1 										
	auy			 1 							 1 	 2 
	ayu			 1 			 1 	 1 			 1 	 1 
	ayy			 2 							 1 	 1 
	Auu		 1 	 1 			 1 	 2 				
	Auy		 1 	 2 			 1 	 1 			 1 	 1 
	Ayu		 1 	 2 			 1 	 1 				
	Ayy		 1 	 3 								
uii	uii	 1 										
	uiI			 1 		 1 						
	uII			 2 		 2 						
	yii		 1 	 1 								
	yiI		 1 	 2 		 1 		 1 		 1 		
	yIi		 1 	 2 		 1 	 1 	 1 	 1 	 1 		
	yII		 1 	 3 		 2 	 1 	 2 	 1 	 2 		
uiE	uiE	 1 										
	uie			 1 								 1 
	uIE			 1 		 1 						
	uIe			 2 		 1 					 1 	 2 
	yiE		 1 	 1 				 1 		 1 		
	yie		 1 	 2 								
	yIE		 1 	 2 		 1 	 1 	 2 	 1 	 2 		
	yIe		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
uio	uio	 1 										
	uiO			 1 	 1 							 1 
	uIo			 1 		 1 						
	uIO			 2 	 1 	 1 					 1 	 2 
	yio		 1 	 1 				 1 				
	yiO		 1 	 2 	 1 							
	yIo		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	yIO		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
uia	uia	 1 										
	uiA			 1 								 1 
	uIa			 1 		 1 						
	uIA			 2 		 1 					 1 	 2 
	yia		 1 	 1 				 1 				
	yiA		 1 	 2 								
	yIa		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	yIA		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
uiu	uiu	 1 										
	uiy			 1 								 1 
	uIu			 1 		 1 						
	uIy			 2 		 1 					 1 	 2 
	yiu		 1 	 1 				 1 				
	yiy		 1 	 2 								
	yIu		 1 	 2 		 1 	 1 	 2 	 1 	 1 		
	yIy		 1 	 3 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
uEi	uEi	 1 										
	uEI			 1 		 1 						
	uei			 1 							 1 	 1 
	ueI			 2 		 1 	 1 	 1 			 1 	 1 
	yEi		 1 	 1 			 1 	 1 	 1 	 1 		
	yEI		 1 	 2 		 1 	 1 	 2 	 1 	 2 		
	yei		 1 	 2 								
	yeI		 1 	 3 		 1 	 1 	 1 		 1 		
uEE	uEE	 1 										
	uEe			 1 							 1 	 2 
	ueE			 1 			 1 	 1 			 1 	 1 
	uee			 2 							 1 	 1 
	yEE		 1 	 1 			 1 	 2 	 1 	 2 		
	yEe		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	yeE		 1 	 2 			 1 	 1 		 1 		
	yee		 1 	 3 								
uEo	uEo	 1 										
	uEO			 1 	 1 						 1 	 2 
	ueo			 1 			 1 	 1 			 1 	 1 
	ueO			 2 	 1 						 1 	 1 
	yEo		 1 	 1 			 1 	 2 	 1 	 1 		
	yEO		 1 	 2 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	yeo		 1 	 2 			 1 	 1 				
	yeO		 1 	 3 	 1 							
uEa	uEa	 1 										
	uEA			 1 							 1 	 2 
	uea			 1 			 1 	 1 			 1 	 1 
	ueA			 2 							 1 	 1 
	yEa		 1 	 1 			 1 	 2 	 1 	 1 		
	yEA		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	yea		 1 	 2 			 1 	 1 				
	yeA		 1 	 3 								
uEu	uEu	 1 										
	uEy			 1 							 1 	 2 
	ueu			 1 			 1 	 1 			 1 	 1 
	uey			 2 							 1 	 1 
	yEu		 1 	 1 			 1 	 2 	 1 	 1 		
	yEy		 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	yeu		 1 	 2 			 1 	 1 				
	yey		 1 	 3 								
uoi	uoi	 1 										
	uoI			 1 		 1 						
	uOi			 1 	 1 						 1 	 1 
	uOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	yoi		 1 	 1 			 1 	 1 				
	yoI		 1 	 2 		 1 	 1 	 2 		 1 		
	yOi		 1 	 2 	 1 							
	yOI		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 		
uoE	uoE	 1 										
	uoe			 1 							 1 	 2 
	uOE			 1 	 1 		 1 	 1 	 1 	 1 	 1 	 1 
	uOe			 2 	 1 						 1 	 1 
	yoE		 1 	 1 			 1 	 2 		 1 		
	yoe		 1 	 2 			 1 	 1 			 1 	 1 
	yOE		 1 	 2 	 1 		 1 	 1 	 1 	 1 		
	yOe		 1 	 3 	 1 							
uoo	uoo	 1 										
	uoO			 1 	 1 						 1 	 2 
	uOo			 1 	 1 		 1 	 1 			 1 	 1 
	uOO			 2 	 2 						 1 	 1 
	yoo		 1 	 1 			 1 	 2 				
	yoO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	yOo		 1 	 2 	 1 		 1 	 1 				
	yOO		 1 	 3 	 2 							
uoa	uoa	 1 										
	uoA			 1 							 1 	 2 
	uOa			 1 	 1 		 1 	 1 			 1 	 1 
	uOA			 2 	 1 						 1 	 1 
	yoa		 1 	 1 			 1 	 2 				
	yoA		 1 	 2 			 1 	 1 			 1 	 1 
	yOa		 1 	 2 	 1 		 1 	 1 				
	yOA		 1 	 3 	 1 							
uou	uou	 1 										
	uoy			 1 							 1 	 2 
	uOu			 1 	 1 		 1 	 1 			 1 	 1 
	uOy			 2 	 1 						 1 	 1 
	you		 1 	 1 			 1 	 2 				
	yoy		 1 	 2 			 1 	 1 			 1 	 1 
	yOu		 1 	 2 	 1 		 1 	 1 				
	yOy		 1 	 3 	 1 							
uai	uai	 1 										
	uaI			 1 		 1 						
	uAi			 1 							 1 	 1 
	uAI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	yai		 1 	 1 			 1 	 1 				
	yaI		 1 	 2 		 1 	 1 	 2 		 1 		
	yAi		 1 	 2 								
	yAI		 1 	 3 		 1 	 1 	 1 	 1 	 1 		
uaE	uaE	 1 										
	uae			 1 							 1 	 2 
	uAE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	uAe			 2 							 1 	 1 
	yaE		 1 	 1 			 1 	 2 		 1 		
	yae		 1 	 2 			 1 	 1 			 1 	 1 
	yAE		 1 	 2 			 1 	 1 	 1 	 1 		
	yAe		 1 	 3 								
uao	uao	 1 										
	uaO			 1 	 1 						 1 	 2 
	uAo			 1 			 1 	 1 			 1 	 1 
	uAO			 2 	 1 						 1 	 1 
	yao		 1 	 1 			 1 	 2 				
	yaO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	yAo		 1 	 2 			 1 	 1 				
	yAO		 1 	 3 	 1 							
uaa	uaa	 1 										
	uaA			 1 							 1 	 2 
	uAa			 1 			 1 	 1 			 1 	 1 
	uAA			 2 							 1 	 1 
	yaa		 1 	 1 			 1 	 2 				
	yaA		 1 	 2 			 1 	 1 			 1 	 1 
	yAa		 1 	 2 			 1 	 1 				
	yAA		 1 	 3 								
uau	uau	 1 										
	uay			 1 							 1 	 2 
	uAu			 1 			 1 	 1 			 1 	 1 
	uAy			 2 							 1 	 1 
	yau		 1 	 1 			 1 	 2 				
	yay		 1 	 2 			 1 	 1 			 1 	 1 
	yAu		 1 	 2 			 1 	 1 				
	yAy		 1 	 3 								
uui	uui	 1 										
	uuI			 1 		 1 						
	uyi			 1 							 1 	 1 
	uyI			 2 		 1 	 1 	 1 	 1 	 1 	 1 	 1 
	yui		 1 	 1 			 1 	 1 				
	yuI		 1 	 2 		 1 	 1 	 2 		 1 		
	yyi		 1 	 2 								
	yyI		 1 	 3 		 1 	 1 	 1 	 1 	 1 		
uuE	uuE	 1 										
	uue			 1 							 1 	 2 
	uyE			 1 			 1 	 1 	 1 	 1 	 1 	 1 
	uye			 2 							 1 	 1 
	yuE		 1 	 1 			 1 	 2 		 1 		
	yue		 1 	 2 			 1 	 1 			 1 	 1 
	yyE		 1 	 2 			 1 	 1 	 1 	 1 		
	yye		 1 	 3 								
uuo	uuo	 1 										
	uuO			 1 	 1 						 1 	 2 
	uyo			 1 			 1 	 1 			 1 	 1 
	uyO			 2 	 1 						 1 	 1 
	yuo		 1 	 1 			 1 	 2 				
	yuO		 1 	 2 	 1 		 1 	 1 			 1 	 1 
	yyo		 1 	 2 			 1 	 1 				
	yyO		 1 	 3 	 1 							
uua	uua	 1 										
	uuA			 1 							 1 	 2 
	uya			 1 			 1 	 1 			 1 	 1 
	uyA			 2 							 1 	 1 
	yua		 1 	 1 			 1 	 2 				
	yuA		 1 	 2 			 1 	 1 			 1 	 1 
	yya		 1 	 2 			 1 	 1 				
	yyA		 1 	 3 								
uuu	uuu	 1 										
	uuy			 1 							 1 	 2 
	uyu			 1 			 1 	 1 			 1 	 1 
	uyy			 2 							 1 	 1 
	yuu		 1 	 1 			 1 	 2 				
	yuy		 1 	 2 			 1 	 1 			 1 	 1 
	yyu		 1 	 2 			 1 	 1 				
	yyy		 1 	 3 								
