			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	o_o		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_Eo		0	0	1	1	0	1	0	0	0	0
	_E_		0	0	1	2	0	1	0	0	0	0
	__o		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_O		0	1	0	1	0	0	0	0	1	1
	_EO		0	1	1	1	0	1	0	0	1	1
	__O		0	1	1	2	0	0	0	0	0	0
	oe_		0	1	0	1	0	0	0	0	0	0
	_eo		0	1	1	1	0	0	0	0	0	0
	_eO		0	2	1	1	0	0	0	0	0	0
	OE_		1	1	0	1	0	1	1	1	0	0
	O_o		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_O		1	2	0	1	0	0	0	0	0	0
oEa	oEa		0	0	0	0	0	1	0	0	0	0
	oEA		0	1	0	0	0	1	0	0	1	2
	oea		0	1	0	0	0	0	0	0	0	0
	oeA		0	2	0	0	0	0	0	0	0	1
	OEa		1	1	0	0	0	1	1	2	0	0
	OEA		1	2	0	0	0	1	1	1	1	1
	Oea		1	2	0	0	0	0	0	1	0	0
	OeA		1	3	0	0	0	0	0	0	0	0
	oE_		0	0	0	1	0	1	0	0	0	0
	o_a		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_Ea		0	0	1	1	0	1	0	0	0	0
	_E_		0	0	1	2	0	1	0	0	0	0
	__a		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_A		0	1	0	1	0	0	0	0	1	1
	_EA		0	1	1	1	0	1	0	0	1	1
	__A		0	1	1	2	0	0	0	0	0	0
	oe_		0	1	0	1	0	0	0	0	0	0
	_ea		0	1	1	1	0	0	0	0	0	0
	_eA		0	2	1	1	0	0	0	0	0	0
	OE_		1	1	0	1	0	1	1	1	0	0
	O_a		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_A		1	2	0	1	0	0	0	0	0	0
oEu	oEu		0	0	0	0	0	1	0	0	0	0
	oEy		0	1	0	0	0	1	0	0	1	2
	oeu		0	1	0	0	0	0	0	0	0	0
	oey		0	2	0	0	0	0	0	0	0	1
	OEu		1	1	0	0	0	1	1	2	0	0
	OEy		1	2	0	0	0	1	1	1	1	1
	Oeu		1	2	0	0	0	0	0	1	0	0
	Oey		1	3	0	0	0	0	0	0	0	0
	oE_		0	0	0	1	0	1	0	0	0	0
	o_u		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_Eu		0	0	1	1	0	1	0	0	0	0
	_E_		0	0	1	2	0	1	0	0	0	0
	__u		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_y		0	1	0	1	0	0	0	0	1	1
	_Ey		0	1	1	1	0	1	0	0	1	1
	__y		0	1	1	2	0	0	0	0	0	0
	oe_		0	1	0	1	0	0	0	0	0	0
	_eu		0	1	1	1	0	0	0	0	0	0
	_ey		0	2	1	1	0	0	0	0	0	0
	OE_		1	1	0	1	0	1	1	1	0	0
	O_u		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_y		1	2	0	1	0	0	0	0	0	0
ooO	ooO		0	0	0	0	0	0	0	0	1	2
	ooo		0	1	0	0	0	0	0	0	0	0
	oOO		0	1	0	0	0	0	0	0	1	1
	oOo		0	2	0	0	0	0	1	1	1	1
	OoO		1	1	0	0	0	0	1	1	1	1
	Ooo		1	2	0	0	0	0	1	2	0	0
	OOO		1	2	0	0	0	0	0	0	0	0
	OOo		1	3	0	0	0	0	1	1	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o_O		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_oO		0	0	1	1	0	0	0	0	1	1
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_o		0	1	0	1	0	0	0	0	0	0
	_oo		0	1	1	1	0	0	0	0	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_Oo		0	2	1	1	0	0	1	1	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_O		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_o		1	2	0	1	0	0	1	1	0	0
	OO_		1	2	0	1	0	0	0	0	0	0
ooA	ooA		0	0	0	0	0	0	0	0	1	2
	ooa		0	1	0	0	0	0	0	0	0	0
	oOA		0	1	0	0	0	0	0	0	1	1
	oOa		0	2	0	0	0	0	1	1	1	1
	OoA		1	1	0	0	0	0	1	1	1	1
	Ooa		1	2	0	0	0	0	1	2	0	0
	OOA		1	2	0	0	0	0	0	0	0	0
	OOa		1	3	0	0	0	0	1	1	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o_A		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_oA		0	0	1	1	0	0	0	0	1	1
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_a		0	1	0	1	0	0	0	0	0	0
	_oa		0	1	1	1	0	0	0	0	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_Oa		0	2	1	1	0	0	1	1	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_A		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_a		1	2	0	1	0	0	1	1	0	0
	OO_		1	2	0	1	0	0	0	0	0	0
ooy	ooy		0	0	0	0	0	0	0	0	1	2
	oou		0	1	0	0	0	0	0	0	0	0
	oOy		0	1	0	0	0	0	0	0	1	1
	oOu		0	2	0	0	0	0	1	1	1	1
	Ooy		1	1	0	0	0	0	1	1	1	1
	Oou		1	2	0	0	0	0	1	2	0	0
	OOy		1	2	0	0	0	0	0	0	0	0
	OOu		1	3	0	0	0	0	1	1	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o_y		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_oy		0	0	1	1	0	0	0	0	1	1
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_u		0	1	0	1	0	0	0	0	0	0
	_ou		0	1	1	1	0	0	0	0	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_Ou		0	2	1	1	0	0	1	1	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_y		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_u		1	2	0	1	0	0	1	1	0	0
	OO_		1	2	0	1	0	0	0	0	0	0
ooe	ooe	1	0	0	0	0	0	0	0	0	0	0
	ooE		0	1	0	0	0	1	0	0	0	0
	oOe		0	1	0	0	0	0	0	0	1	1
	oOE		0	2	0	0	0	1	1	1	1	1
	Ooe		1	1	0	0	0	0	1	1	0	0
	OoE		1	2	0	0	0	1	1	2	0	0
	OOe		1	2	0	0	0	0	0	0	0	0
	OOE		1	3	0	0	0	1	1	1	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oe		0	0	1	1	0	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_E		0	1	0	1	0	1	0	0	0	0
	_oE		0	1	1	1	0	1	0	0	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_Oe		0	1	1	1	0	0	0	0	0	0
	_O_		0	1	1	2	0	0	0	0	0	0
	_OE		0	2	1	1	0	1	1	1	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_e		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_E		1	2	0	1	0	1	1	1	0	0
	OO_		1	2	0	1	0	0	0	0	0	0
ooi	ooi	1	0	0	0	0	0	0	0	0	0	0
	ooI		0	1	0	0	0	1	0	0	0	0
	oOi		0	1	0	0	0	0	0	0	1	1
	oOI		0	2	0	0	0	1	1	1	1	1
	Ooi		1	1	0	0	0	0	1	1	0	0
	OoI		1	2	0	0	0	1	1	2	0	0
	OOi		1	2	0	0	0	0	0	0	0	0
	OOI		1	3	0	0	0	1	1	1	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oi		0	0	1	1	0	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_I		0	1	0	1	0	1	0	0	0	0
	_oI		0	1	1	1	0	1	0	0	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_Oi		0	1	1	1	0	0	0	0	0	0
	_O_		0	1	1	2	0	0	0	0	0	0
	_OI		0	2	1	1	0	1	1	1	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_i		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_I		1	2	0	1	0	1	1	1	0	0
	OO_		1	2	0	1	0	0	0	0	0	0
ooI	ooI		0	0	0	0	0	1	0	0	0	0
	ooi		0	1	0	0	0	0	0	0	0	0
	oOI		0	1	0	0	0	1	1	1	1	1
	oOi		0	2	0	0	0	0	0	0	1	1
	OoI		1	1	0	0	0	1	1	2	0	0
	Ooi		1	2	0	0	0	0	1	1	0	0
	OOI		1	2	0	0	0	1	1	1	0	0
	OOi		1	3	0	0	0	0	0	0	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o_I		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oI		0	0	1	1	0	1	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_i		0	1	0	1	0	0	0	0	0	0
	_oi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_OI		0	1	1	1	0	1	1	1	0	0
	_Oi		0	2	1	1	0	0	0	0	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_I		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_i		1	2	0	1	0	0	0	0	0	0
ooE	ooE		0	0	0	0	0	1	0	0	0	0
	ooe		0	1	0	0	0	0	0	0	0	0
	oOE		0	1	0	0	0	1	1	1	1	1
	oOe		0	2	0	0	0	0	0	0	1	1
	OoE		1	1	0	0	0	1	1	2	0	0
	Ooe		1	2	0	0	0	0	1	1	0	0
	OOE		1	2	0	0	0	1	1	1	0	0
	OOe		1	3	0	0	0	0	0	0	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o_E		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oE		0	0	1	1	0	1	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_e		0	1	0	1	0	0	0	0	0	0
	_oe		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	oO_		0	1	0	1	0	0	0	0	1	1
	_OE		0	1	1	1	0	1	1	1	0	0
	_Oe		0	2	1	1	0	0	0	0	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O_E		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_e		1	2	0	1	0	0	0	0	0	0
ooo	ooo	1	0	0	0	0	0	0	0	0	0	0
	ooO		0	1	0	0	0	0	0	0	1	2
	oOo		0	1	0	0	0	0	1	1	1	1
	oOO		0	2	0	0	0	0	0	0	1	1
	Ooo		1	1	0	0	0	0	1	2	0	0
	OoO		1	2	0	0	0	0	1	1	1	1
	OOo		1	2	0	0	0	0	1	1	0	0
	OOO		1	3	0	0	0	0	0	0	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oo		0	0	1	1	0	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_O		0	1	0	1	0	0	0	0	1	1
	_oO		0	1	1	1	0	0	0	0	1	1
	__O		0	1	1	2	0	0	0	0	0	0
	_Oo		0	1	1	1	0	0	1	1	0	0
	_OO		0	2	1	1	0	0	0	0	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_O		1	2	0	1	0	0	0	0	0	0
ooa	ooa	1	0	0	0	0	0	0	0	0	0	0
	ooA		0	1	0	0	0	0	0	0	1	2
	oOa		0	1	0	0	0	0	1	1	1	1
	oOA		0	2	0	0	0	0	0	0	1	1
	Ooa		1	1	0	0	0	0	1	2	0	0
	OoA		1	2	0	0	0	0	1	1	1	1
	OOa		1	2	0	0	0	0	1	1	0	0
	OOA		1	3	0	0	0	0	0	0	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_oa		0	0	1	1	0	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_A		0	1	0	1	0	0	0	0	1	1
	_oA		0	1	1	1	0	0	0	0	1	1
	__A		0	1	1	2	0	0	0	0	0	0
	_Oa		0	1	1	1	0	0	1	1	0	0
	_OA		0	2	1	1	0	0	0	0	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_A		1	2	0	1	0	0	0	0	0	0
oou	oou	1	0	0	0	0	0	0	0	0	0	0
	ooy		0	1	0	0	0	0	0	0	1	2
	oOu		0	1	0	0	0	0	1	1	1	1
	oOy		0	2	0	0	0	0	0	0	1	1
	Oou		1	1	0	0	0	0	1	2	0	0
	Ooy		1	2	0	0	0	0	1	1	1	1
	OOu		1	2	0	0	0	0	1	1	0	0
	OOy		1	3	0	0	0	0	0	0	0	0
	oo_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ou		0	0	1	1	0	0	0	0	0	0
	_o_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_y		0	1	0	1	0	0	0	0	1	1
	_oy		0	1	1	1	0	0	0	0	1	1
	__y		0	1	1	2	0	0	0	0	0	0
	_Ou		0	1	1	1	0	0	1	1	0	0
	_Oy		0	2	1	1	0	0	0	0	0	0
	Oo_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_y		1	2	0	1	0	0	0	0	0	0
oaO	oaO		0	0	0	0	0	0	0	0	1	2
	oao		0	1	0	0	0	0	0	0	0	0
	oAO		0	1	0	0	0	0	0	0	1	1
	oAo		0	2	0	0	0	0	1	1	1	1
	OaO		1	1	0	0	0	0	1	1	1	1
	Oao		1	2	0	0	0	0	1	2	0	0
	OAO		1	2	0	0	0	0	0	0	0	0
	OAo		1	3	0	0	0	0	1	1	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o_O		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_aO		0	0	1	1	0	0	0	0	1	1
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_o		0	1	0	1	0	0	0	0	0	0
	_ao		0	1	1	1	0	0	0	0	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_Ao		0	2	1	1	0	0	1	1	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_O		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_o		1	2	0	1	0	0	1	1	0	0
	OA_		1	2	0	1	0	0	0	0	0	0
oaA	oaA		0	0	0	0	0	0	0	0	1	2
	oaa		0	1	0	0	0	0	0	0	0	0
	oAA		0	1	0	0	0	0	0	0	1	1
	oAa		0	2	0	0	0	0	1	1	1	1
	OaA		1	1	0	0	0	0	1	1	1	1
	Oaa		1	2	0	0	0	0	1	2	0	0
	OAA		1	2	0	0	0	0	0	0	0	0
	OAa		1	3	0	0	0	0	1	1	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o_A		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_aA		0	0	1	1	0	0	0	0	1	1
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_a		0	1	0	1	0	0	0	0	0	0
	_aa		0	1	1	1	0	0	0	0	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_Aa		0	2	1	1	0	0	1	1	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_A		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_a		1	2	0	1	0	0	1	1	0	0
	OA_		1	2	0	1	0	0	0	0	0	0
oay	oay		0	0	0	0	0	0	0	0	1	2
	oau		0	1	0	0	0	0	0	0	0	0
	oAy		0	1	0	0	0	0	0	0	1	1
	oAu		0	2	0	0	0	0	1	1	1	1
	Oay		1	1	0	0	0	0	1	1	1	1
	Oau		1	2	0	0	0	0	1	2	0	0
	OAy		1	2	0	0	0	0	0	0	0	0
	OAu		1	3	0	0	0	0	1	1	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o_y		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_ay		0	0	1	1	0	0	0	0	1	1
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_u		0	1	0	1	0	0	0	0	0	0
	_au		0	1	1	1	0	0	0	0	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_Au		0	2	1	1	0	0	1	1	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_y		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_u		1	2	0	1	0	0	1	1	0	0
	OA_		1	2	0	1	0	0	0	0	0	0
oae	oae	1	0	0	0	0	0	0	0	0	0	0
	oaE		0	1	0	0	0	1	0	0	0	0
	oAe		0	1	0	0	0	0	0	0	1	1
	oAE		0	2	0	0	0	1	1	1	1	1
	Oae		1	1	0	0	0	0	1	1	0	0
	OaE		1	2	0	0	0	1	1	2	0	0
	OAe		1	2	0	0	0	0	0	0	0	0
	OAE		1	3	0	0	0	1	1	1	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ae		0	0	1	1	0	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_E		0	1	0	1	0	1	0	0	0	0
	_aE		0	1	1	1	0	1	0	0	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_Ae		0	1	1	1	0	0	0	0	0	0
	_A_		0	1	1	2	0	0	0	0	0	0
	_AE		0	2	1	1	0	1	1	1	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_e		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_E		1	2	0	1	0	1	1	1	0	0
	OA_		1	2	0	1	0	0	0	0	0	0
oai	oai	1	0	0	0	0	0	0	0	0	0	0
	oaI		0	1	0	0	0	1	0	0	0	0
	oAi		0	1	0	0	0	0	0	0	1	1
	oAI		0	2	0	0	0	1	1	1	1	1
	Oai		1	1	0	0	0	0	1	1	0	0
	OaI		1	2	0	0	0	1	1	2	0	0
	OAi		1	2	0	0	0	0	0	0	0	0
	OAI		1	3	0	0	0	1	1	1	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ai		0	0	1	1	0	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_I		0	1	0	1	0	1	0	0	0	0
	_aI		0	1	1	1	0	1	0	0	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_Ai		0	1	1	1	0	0	0	0	0	0
	_A_		0	1	1	2	0	0	0	0	0	0
	_AI		0	2	1	1	0	1	1	1	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_i		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_I		1	2	0	1	0	1	1	1	0	0
	OA_		1	2	0	1	0	0	0	0	0	0
oaI	oaI		0	0	0	0	0	1	0	0	0	0
	oai		0	1	0	0	0	0	0	0	0	0
	oAI		0	1	0	0	0	1	1	1	1	1
	oAi		0	2	0	0	0	0	0	0	1	1
	OaI		1	1	0	0	0	1	1	2	0	0
	Oai		1	2	0	0	0	0	1	1	0	0
	OAI		1	2	0	0	0	1	1	1	0	0
	OAi		1	3	0	0	0	0	0	0	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o_I		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_aI		0	0	1	1	0	1	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_i		0	1	0	1	0	0	0	0	0	0
	_ai		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_AI		0	1	1	1	0	1	1	1	0	0
	_Ai		0	2	1	1	0	0	0	0	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_I		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_i		1	2	0	1	0	0	0	0	0	0
oaE	oaE		0	0	0	0	0	1	0	0	0	0
	oae		0	1	0	0	0	0	0	0	0	0
	oAE		0	1	0	0	0	1	1	1	1	1
	oAe		0	2	0	0	0	0	0	0	1	1
	OaE		1	1	0	0	0	1	1	2	0	0
	Oae		1	2	0	0	0	0	1	1	0	0
	OAE		1	2	0	0	0	1	1	1	0	0
	OAe		1	3	0	0	0	0	0	0	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o_E		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_aE		0	0	1	1	0	1	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_e		0	1	0	1	0	0	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	oA_		0	1	0	1	0	0	0	0	1	1
	_AE		0	1	1	1	0	1	1	1	0	0
	_Ae		0	2	1	1	0	0	0	0	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O_E		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_e		1	2	0	1	0	0	0	0	0	0
oao	oao	1	0	0	0	0	0	0	0	0	0	0
	oaO		0	1	0	0	0	0	0	0	1	2
	oAo		0	1	0	0	0	0	1	1	1	1
	oAO		0	2	0	0	0	0	0	0	1	1
	Oao		1	1	0	0	0	0	1	2	0	0
	OaO		1	2	0	0	0	0	1	1	1	1
	OAo		1	2	0	0	0	0	1	1	0	0
	OAO		1	3	0	0	0	0	0	0	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ao		0	0	1	1	0	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_O		0	1	0	1	0	0	0	0	1	1
	_aO		0	1	1	1	0	0	0	0	1	1
	__O		0	1	1	2	0	0	0	0	0	0
	_Ao		0	1	1	1	0	0	1	1	0	0
	_AO		0	2	1	1	0	0	0	0	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_O		1	2	0	1	0	0	0	0	0	0
oaa	oaa	1	0	0	0	0	0	0	0	0	0	0
	oaA		0	1	0	0	0	0	0	0	1	2
	oAa		0	1	0	0	0	0	1	1	1	1
	oAA		0	2	0	0	0	0	0	0	1	1
	Oaa		1	1	0	0	0	0	1	2	0	0
	OaA		1	2	0	0	0	0	1	1	1	1
	OAa		1	2	0	0	0	0	1	1	0	0
	OAA		1	3	0	0	0	0	0	0	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_aa		0	0	1	1	0	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_A		0	1	0	1	0	0	0	0	1	1
	_aA		0	1	1	1	0	0	0	0	1	1
	__A		0	1	1	2	0	0	0	0	0	0
	_Aa		0	1	1	1	0	0	1	1	0	0
	_AA		0	2	1	1	0	0	0	0	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_A		1	2	0	1	0	0	0	0	0	0
oau	oau	1	0	0	0	0	0	0	0	0	0	0
	oay		0	1	0	0	0	0	0	0	1	2
	oAu		0	1	0	0	0	0	1	1	1	1
	oAy		0	2	0	0	0	0	0	0	1	1
	Oau		1	1	0	0	0	0	1	2	0	0
	Oay		1	2	0	0	0	0	1	1	1	1
	OAu		1	2	0	0	0	0	1	1	0	0
	OAy		1	3	0	0	0	0	0	0	0	0
	oa_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_au		0	0	1	1	0	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_y		0	1	0	1	0	0	0	0	1	1
	_ay		0	1	1	1	0	0	0	0	1	1
	__y		0	1	1	2	0	0	0	0	0	0
	_Au		0	1	1	1	0	0	1	1	0	0
	_Ay		0	2	1	1	0	0	0	0	0	0
	Oa_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_y		1	2	0	1	0	0	0	0	0	0
ouO	ouO		0	0	0	0	0	0	0	0	1	2
	ouo		0	1	0	0	0	0	0	0	0	0
	oyO		0	1	0	0	0	0	0	0	1	1
	oyo		0	2	0	0	0	0	1	1	1	1
	OuO		1	1	0	0	0	0	1	1	1	1
	Ouo		1	2	0	0	0	0	1	2	0	0
	OyO		1	2	0	0	0	0	0	0	0	0
	Oyo		1	3	0	0	0	0	1	1	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o_O		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_uO		0	0	1	1	0	0	0	0	1	1
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_o		0	1	0	1	0	0	0	0	0	0
	_uo		0	1	1	1	0	0	0	0	0	0
	__o		0	1	1	2	0	0	0	0	0	0
