			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	EaO		 1 	 3 	 1 		 1 								 1 
eAa	eAa				 1 										
	eAA			 1 	 2 										
	eaa			 1 											
	eaA			 2 	 1 										
	EAa		 1 	 1 	 1 		 1 							 1 	 1 
	EAA		 1 	 2 	 2 		 1 							 1 	 1 
	Eaa		 1 	 2 			 1 								
	EaA		 1 	 3 	 1 		 1 								 1 
eAu	eAu				 1 										
	eAy			 1 	 2 										
	eau			 1 											
	eay			 2 	 1 										
	EAu		 1 	 1 	 1 		 1 							 1 	 1 
	EAy		 1 	 2 	 2 		 1 							 1 	 1 
	Eau		 1 	 2 			 1 								
	Eay		 1 	 3 	 1 		 1 								 1 
eyO	eyO				 2 										
	eyo			 1 	 1 										
	euo			 2 											
	EyO		 1 	 1 	 2 		 1 							 1 	 1 
	Eyo		 1 	 2 	 1 		 1 							 1 	 1 
	EuO		 1 	 2 	 1 		 1 								 1 
	Euo		 1 	 3 			 1 								
eyA	eyA				 2 										
	eya			 1 	 1 										
	eua			 2 											
	EyA		 1 	 1 	 2 		 1 							 1 	 1 
	Eya		 1 	 2 	 1 		 1 							 1 	 1 
	EuA		 1 	 2 	 1 		 1 								 1 
	Eua		 1 	 3 			 1 								
eyy	eyy				 2 										
	eyu			 1 	 1 										
	euu			 2 											
	Eyy		 1 	 1 	 2 		 1 							 1 	 1 
	Eyu		 1 	 2 	 1 		 1 							 1 	 1 
	Euy		 1 	 2 	 1 		 1 								 1 
	Euu		 1 	 3 			 1 								
eye	eye				 1 										
	eyE			 1 	 1 		 1 			 1 	 1 				
	eue			 1 											
	euE			 2 			 1 								
	Eye		 1 	 1 	 1 		 1 							 1 	 1 
	EyE		 1 	 2 	 1 		 2 			 1 	 1 			 1 	 1 
	Eue		 1 	 2 			 1 								
	EuE		 1 	 3 			 2 								
eyi	eyi				 1 										
	eyI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eui			 1 											
	euI			 2 		 1 	 1 								
	Eyi		 1 	 1 	 1 		 1 							 1 	 1 
	EyI		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eui		 1 	 2 			 1 								
	EuI		 1 	 3 		 1 	 2 								
eyI	eyI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eyi			 1 	 1 										
	euI			 1 		 1 	 1 								
	eui			 2 											
	EyI		 1 	 1 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eyi		 1 	 2 	 1 		 1 							 1 	 1 
	EuI		 1 	 2 		 1 	 2 								
	Eui		 1 	 3 			 1 								
eyE	eyE				 1 		 1 			 1 	 1 				
	eye			 1 	 1 										
	euE			 1 			 1 								
	eue			 2 											
	EyE		 1 	 1 	 1 		 2 			 1 	 1 			 1 	 1 
	Eye		 1 	 2 	 1 		 1 							 1 	 1 
	EuE		 1 	 2 			 2 								
	Eue		 1 	 3 			 1 								
eyo	eyo				 1 										
	eyO			 1 	 2 										
	euo			 1 											
	euO			 2 	 1 										
	Eyo		 1 	 1 	 1 		 1 							 1 	 1 
	EyO		 1 	 2 	 2 		 1 							 1 	 1 
	Euo		 1 	 2 			 1 								
	EuO		 1 	 3 	 1 		 1 								 1 
eya	eya				 1 										
	eyA			 1 	 2 										
	eua			 1 											
	euA			 2 	 1 										
	Eya		 1 	 1 	 1 		 1 							 1 	 1 
	EyA		 1 	 2 	 2 		 1 							 1 	 1 
	Eua		 1 	 2 			 1 								
	EuA		 1 	 3 	 1 		 1 								 1 
eyu	eyu				 1 										
	eyy			 1 	 2 										
	euu			 1 											
	euy			 2 	 1 										
	Eyu		 1 	 1 	 1 		 1 							 1 	 1 
	Eyy		 1 	 2 	 2 		 1 							 1 	 1 
	Euu		 1 	 2 			 1 								
	Euy		 1 	 3 	 1 		 1 								 1 
eeO	eeO				 1 										
	eeo			 1 											
	eEO			 1 	 1 		 1 							 1 	 1 
	eEo			 2 			 1 								
	EeO		 1 	 1 	 1 		 1 								 1 
	Eeo		 1 	 2 			 1 								
	EEO		 1 	 2 	 1 		 2 							 1 	 2 
	EEo		 1 	 3 			 2 								
eeA	eeA				 1 										
	eea			 1 											
	eEA			 1 	 1 		 1 							 1 	 1 
	eEa			 2 			 1 								
	EeA		 1 	 1 	 1 		 1 								 1 
	Eea		 1 	 2 			 1 								
	EEA		 1 	 2 	 1 		 2 							 1 	 2 
	EEa		 1 	 3 			 2 								
eey	eey				 1 										
	eeu			 1 											
	eEy			 1 	 1 		 1 							 1 	 1 
	eEu			 2 			 1 								
	Eey		 1 	 1 	 1 		 1 								 1 
	Eeu		 1 	 2 			 1 								
	EEy		 1 	 2 	 1 		 2 							 1 	 2 
	EEu		 1 	 3 			 2 								
eee	eee	 1 													
	eeE			 1 			 1 								
	eEE			 2 			 2 								
	Eee		 1 	 1 			 1 								
	EeE		 1 	 2 			 2 								
	EEE		 1 	 3 			 3 								
eei	eei	 1 													
	eeI			 1 		 1 	 1 								
	eEi			 1 			 1 								
	eEI			 2 		 1 	 2 								
	Eei		 1 	 1 			 1 								
	EeI		 1 	 2 		 1 	 2 								
	EEi		 1 	 2 			 2 								
	EEI		 1 	 3 		 1 	 3 								
eeI	eeI					 1 	 1 								
	eei			 1 											
	eEI			 1 		 1 	 2 								
	eEi			 2 			 1 								
	EeI		 1 	 1 		 1 	 2 								
	Eei		 1 	 2 			 1 								
	EEI		 1 	 2 		 1 	 3 								
	EEi		 1 	 3 			 2 								
eeE	eeE						 1 								
	eee			 1 											
	eEE			 1 			 2 								
	eEe			 2 			 1 								
	EeE		 1 	 1 			 2 								
	Eee		 1 	 2 			 1 								
	EEE		 1 	 2 			 3 								
	EEe		 1 	 3 			 2 								
eeo	eeo														
	eeO			 1 	 1 										
	eEo			 1 			 1 								
	eEO			 2 	 1 		 1 							 1 	 1 
	Eeo		 1 	 1 			 1 								
	EeO		 1 	 2 	 1 		 1 								 1 
	EEo		 1 	 2 			 2 								
	EEO		 1 	 3 	 1 		 2 							 1 	 2 
eea	eea	 1 													
	eeA			 1 	 1 										
	eEa			 1 			 1 								
	eEA			 2 	 1 		 1 							 1 	 1 
	Eea		 1 	 1 			 1 								
	EeA		 1 	 2 	 1 		 1 								 1 
	EEa		 1 	 2 			 2 								
	EEA		 1 	 3 	 1 		 2 							 1 	 2 
eeu	eeu	 1 													
	eey			 1 	 1 										
	eEu			 1 			 1 								
	eEy			 2 	 1 		 1 							 1 	 1 
	Eeu		 1 	 1 			 1 								
	Eey		 1 	 2 	 1 		 1 								 1 
	EEu		 1 	 2 			 2 								
	EEy		 1 	 3 	 1 		 2 							 1 	 2 
eiO	eiO				 1 										
	eio			 1 											
	eIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIo			 2 		 1 	 1 								
	EiO		 1 	 1 	 1 		 1 								 1 
	Eio		 1 	 2 			 1 								
	EIO		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIo		 1 	 3 		 1 	 2 								
eiA	eiA				 1 										
	eia			 1 											
	eIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIa			 2 		 1 	 1 								
	EiA		 1 	 1 	 1 		 1 								 1 
	Eia		 1 	 2 			 1 								
	EIA		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIa		 1 	 3 		 1 	 2 								
eiy	eiy				 1 										
	eiu			 1 											
	eIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIu			 2 		 1 	 1 								
	Eiy		 1 	 1 	 1 		 1 								 1 
	Eiu		 1 	 2 			 1 								
	EIy		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIu		 1 	 3 		 1 	 2 								
eie	eie	 1 													
	eiE			 1 			 1 								
	eIe			 1 		 1 	 1 								
	eIE			 2 		 1 	 2 								
	Eie		 1 	 1 			 1 								
	EiE		 1 	 2 			 2 								
	EIe		 1 	 2 		 1 	 2 								
	EIE		 1 	 3 		 1 	 3 								
eii	eii	 1 													
	eiI			 1 		 1 	 1 								
	eII			 2 		 2 	 2 								
	Eii		 1 	 1 			 1 								
	EiI		 1 	 2 		 1 	 2 								
	EII		 1 	 3 		 2 	 3 								
eiI	eiI					 1 	 1 								
	eii			 1 											
	eII			 1 		 2 	 2 								
	eIi			 2 		 1 	 1 								
	EiI		 1 	 1 		 1 	 2 								
	Eii		 1 	 2 			 1 								
	EII		 1 	 2 		 2 	 3 								
	EIi		 1 	 3 		 1 	 2 								
eiE	eiE						 1 								
	eie			 1 											
	eIE			 1 		 1 	 2 								
	eIe			 2 		 1 	 1 								
	EiE		 1 	 1 			 2 								
	Eie		 1 	 2 			 1 								
	EIE		 1 	 2 		 1 	 3 								
	EIe		 1 	 3 		 1 	 2 								
eio	eio														
	eiO			 1 	 1 										
	eIo			 1 		 1 	 1 								
	eIO			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Eio		 1 	 1 			 1 								
	EiO		 1 	 2 	 1 		 1 								 1 
	EIo		 1 	 2 		 1 	 2 								
	EIO		 1 	 3 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
eia	eia	 1 													
	eiA			 1 	 1 										
	eIa			 1 		 1 	 1 								
	eIA			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Eia		 1 	 1 			 1 								
	EiA		 1 	 2 	 1 		 1 								 1 
	EIa		 1 	 2 		 1 	 2 								
	EIA		 1 	 3 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
eiu	eiu	 1 													
	eiy			 1 	 1 										
	eIu			 1 		 1 	 1 								
	eIy			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Eiu		 1 	 1 			 1 								
	Eiy		 1 	 2 	 1 		 1 								 1 
	EIu		 1 	 2 		 1 	 2 								
	EIy		 1 	 3 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
eIO	eIO				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIo			 1 		 1 	 1 								
	eiO			 1 	 1 										
	eio			 2 											
	EIO		 1 	 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIo		 1 	 2 		 1 	 2 								
	EiO		 1 	 2 	 1 		 1 								 1 
	Eio		 1 	 3 			 1 								
eIA	eIA				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIa			 1 		 1 	 1 								
	eiA			 1 	 1 										
	eia			 2 											
	EIA		 1 	 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIa		 1 	 2 		 1 	 2 								
	EiA		 1 	 2 	 1 		 1 								 1 
	Eia		 1 	 3 			 1 								
eIy	eIy				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eIu			 1 		 1 	 1 								
	eiy			 1 	 1 										
	eiu			 2 											
	EIy		 1 	 1 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	EIu		 1 	 2 		 1 	 2 								
	Eiy		 1 	 2 	 1 		 1 								 1 
	Eiu		 1 	 3 			 1 								
eIe	eIe					 1 	 1 								
	eIE			 1 		 1 	 2 								
	eie			 1 											
	eiE			 2 			 1 								
	EIe		 1 	 1 		 1 	 2 								
	EIE		 1 	 2 		 1 	 3 								
	Eie		 1 	 2 			 1 								
	EiE		 1 	 3 			 2 								
eIi	eIi					 1 	 1 								
	eII			 1 		 2 	 2 								
	eii			 1 											
	eiI			 2 		 1 	 1 								
	EIi		 1 	 1 		 1 	 2 								
	EII		 1 	 2 		 2 	 3 								
	Eii		 1 	 2 			 1 								
	EiI		 1 	 3 		 1 	 2 								
eII	eII					 2 	 2 								
	eIi			 1 		 1 	 1 								
	eii			 2 											
	EII		 1 	 1 		 2 	 3 								
	EIi		 1 	 2 		 1 	 2 								
	Eii		 1 	 3 			 1 								
eIE	eIE					 1 	 2 								
	eIe			 1 		 1 	 1 								
	eiE			 1 			 1 								
	eie			 2 											
	EIE		 1 	 1 		 1 	 3 								
	EIe		 1 	 2 		 1 	 2 								
	EiE		 1 	 2 			 2 								
	Eie		 1 	 3 			 1 								
eIo	eIo					 1 	 1 								
	eIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eio			 1 											
	eiO			 2 	 1 										
	EIo		 1 	 1 		 1 	 2 								
	EIO		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	Eio		 1 	 2 			 1 								
	EiO		 1 	 3 	 1 		 1 								 1 
eIa	eIa					 1 	 1 								
	eIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eia			 1 											
	eiA			 2 	 1 										
	EIa		 1 	 1 		 1 	 2 								
	EIA		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	Eia		 1 	 2 			 1 								
	EiA		 1 	 3 	 1 		 1 								 1 
eIu	eIu					 1 	 1 								
	eIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	eiu			 1 											
	eiy			 2 	 1 										
	EIu		 1 	 1 		 1 	 2 								
	EIy		 1 	 2 	 1 	 1 	 2 					 1 	 1 	 1 	 2 
	Eiu		 1 	 2 			 1 								
	Eiy		 1 	 3 	 1 		 1 								 1 
eEO	eEO				 1 		 1 							 1 	 1 
	eEo			 1 			 1 								
	eeO			 1 	 1 										
	eeo			 2 											
	EEO		 1 	 1 	 1 		 2 							 1 	 2 
	EEo		 1 	 2 			 2 								
	EeO		 1 	 2 	 1 		 1 								 1 
	Eeo		 1 	 3 			 1 								
eEA	eEA				 1 		 1 							 1 	 1 
	eEa			 1 			 1 								
	eeA			 1 	 1 										
	eea			 2 											
	EEA		 1 	 1 	 1 		 2 							 1 	 2 
	EEa		 1 	 2 			 2 								
	EeA		 1 	 2 	 1 		 1 								 1 
	Eea		 1 	 3 			 1 								
eEy	eEy				 1 		 1 							 1 	 1 
	eEu			 1 			 1 								
	eey			 1 	 1 										
	eeu			 2 											
	EEy		 1 	 1 	 1 		 2 							 1 	 2 
	EEu		 1 	 2 			 2 								
	Eey		 1 	 2 	 1 		 1 								 1 
	Eeu		 1 	 3 			 1 								
eEe	eEe						 1 								
	eEE			 1 			 2 								
	eee			 1 											
	eeE			 2 			 1 								
	EEe		 1 	 1 			 2 								
	EEE		 1 	 2 			 3 								
	Eee		 1 	 2 			 1 								
	EeE		 1 	 3 			 2 								
eEi	eEi						 1 								
	eEI			 1 		 1 	 2 								
	eei			 1 											
	eeI			 2 		 1 	 1 								
	EEi		 1 	 1 			 2 								
	EEI		 1 	 2 		 1 	 3 								
	Eei		 1 	 2 			 1 								
	EeI		 1 	 3 		 1 	 2 								
eEI	eEI					 1 	 2 								
	eEi			 1 			 1 								
	eeI			 1 		 1 	 1 								
	eei			 2 											
	EEI		 1 	 1 		 1 	 3 								
	EEi		 1 	 2 			 2 								
	EeI		 1 	 2 		 1 	 2 								
	Eei		 1 	 3 			 1 								
eEE	eEE						 2 								
	eEe			 1 			 1 								
	eee			 2 											
	EEE		 1 	 1 			 3 								
	EEe		 1 	 2 			 2 								
	Eee		 1 	 3 			 1 								
eEo	eEo						 1 								
	eEO			 1 	 1 		 1 							 1 	 1 
	eeo			 1 											
	eeO			 2 	 1 										
	EEo		 1 	 1 			 2 								
	EEO		 1 	 2 	 1 		 2 							 1 	 2 
	Eeo		 1 	 2 			 1 								
	EeO		 1 	 3 	 1 		 1 								 1 
eEa	eEa						 1 								
	eEA			 1 	 1 		 1 							 1 	 1 
	eea			 1 											
	eeA			 2 	 1 										
	EEa		 1 	 1 			 2 								
	EEA		 1 	 2 	 1 		 2 							 1 	 2 
	Eea		 1 	 2 			 1 								
	EeA		 1 	 3 	 1 		 1 								 1 
eEu	eEu						 1 								
	eEy			 1 	 1 		 1 							 1 	 1 
	eeu			 1 											
	eey			 2 	 1 										
	EEu		 1 	 1 			 2 								
	EEy		 1 	 2 	 1 		 2 							 1 	 2 
	Eeu		 1 	 2 			 1 								
	Eey		 1 	 3 	 1 		 1 								 1 
eoO	eoO				 1 										
	eoo			 1 											
	eOO			 1 	 2 										
	eOo			 2 	 1 										
	EoO		 1 	 1 	 1 		 1 								 1 
	Eoo		 1 	 2 			 1 								
	EOO		 1 	 2 	 2 		 1 							 1 	 1 
	EOo		 1 	 3 	 1 		 1 							 1 	 1 
eoA	eoA				 1 										
	eoa			 1 											
	eOA			 1 	 2 										
	eOa			 2 	 1 										
	EoA		 1 	 1 	 1 		 1 								 1 
	Eoa		 1 	 2 			 1 								
	EOA		 1 	 2 	 2 		 1 							 1 	 1 
	EOa		 1 	 3 	 1 		 1 							 1 	 1 
eoy	eoy				 1 										
	eou			 1 											
	eOy			 1 	 2 										
	eOu			 2 	 1 										
	Eoy		 1 	 1 	 1 		 1 								 1 
	Eou		 1 	 2 			 1 								
	EOy		 1 	 2 	 2 		 1 							 1 	 1 
	EOu		 1 	 3 	 1 		 1 							 1 	 1 
eoe	eoe														
	eoE			 1 			 1 								
	eOe			 1 	 1 										
	eOE			 2 	 1 		 1 			 1 	 1 				
	Eoe		 1 	 1 			 1 								
	EoE		 1 	 2 			 2 								
	EOe		 1 	 2 	 1 		 1 							 1 	 1 
	EOE		 1 	 3 	 1 		 2 			 1 	 1 			 1 	 1 
eoi	eoi														
	eoI			 1 		 1 	 1 								
	eOi			 1 	 1 										
	eOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Eoi		 1 	 1 			 1 								
	EoI		 1 	 2 		 1 	 2 								
	EOi		 1 	 2 	 1 		 1 							 1 	 1 
	EOI		 1 	 3 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
eoI	eoI					 1 	 1 								
	eoi			 1 											
	eOI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eOi			 2 	 1 										
	EoI		 1 	 1 		 1 	 2 								
	Eoi		 1 	 2 			 1 								
	EOI		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	EOi		 1 	 3 	 1 		 1 							 1 	 1 
eoE	eoE						 1 								
	eoe			 1 											
	eOE			 1 	 1 		 1 			 1 	 1 				
	eOe			 2 	 1 										
	EoE		 1 	 1 			 2 								
	Eoe		 1 	 2 			 1 								
	EOE		 1 	 2 	 1 		 2 			 1 	 1 			 1 	 1 
	EOe		 1 	 3 	 1 		 1 							 1 	 1 
eoo	eoo														
	eoO			 1 	 1 										
	eOO			 2 	 2 										
	Eoo		 1 	 1 			 1 								
	EoO		 1 	 2 	 1 		 1 								 1 
	EOo		 1 	 2 	 1 		 1 							 1 	 1 
	EOO		 1 	 3 	 2 		 1 							 1 	 1 
eoa	eoa														
	eoA			 1 	 1 										
	eOA			 2 	 2 										
	Eoa		 1 	 1 			 1 								
	EoA		 1 	 2 	 1 		 1 								 1 
	EOa		 1 	 2 	 1 		 1 							 1 	 1 
	EOA		 1 	 3 	 2 		 1 							 1 	 1 
eou	eou														
	eoy			 1 	 1 										
	eOy			 2 	 2 										
	Eou		 1 	 1 			 1 								
	Eoy		 1 	 2 	 1 		 1 								 1 
	EOu		 1 	 2 	 1 		 1 							 1 	 1 
	EOy		 1 	 3 	 2 		 1 							 1 	 1 
eaO	eaO				 1 										
	eao			 1 											
	eAO			 1 	 2 										
	eAo			 2 	 1 										
	EaO		 1 	 1 	 1 		 1 								 1 
	Eao		 1 	 2 			 1 								
	EAO		 1 	 2 	 2 		 1 							 1 	 1 
	EAo		 1 	 3 	 1 		 1 							 1 	 1 
eaA	eaA				 1 										
	eaa			 1 											
	eAA			 1 	 2 										
	eAa			 2 	 1 										
	EaA		 1 	 1 	 1 		 1 								 1 
	Eaa		 1 	 2 			 1 								
	EAA		 1 	 2 	 2 		 1 							 1 	 1 
	EAa		 1 	 3 	 1 		 1 							 1 	 1 
eay	eay				 1 										
	eau			 1 											
	eAy			 1 	 2 										
	eAu			 2 	 1 										
	Eay		 1 	 1 	 1 		 1 								 1 
	Eau		 1 	 2 			 1 								
	EAy		 1 	 2 	 2 		 1 							 1 	 1 
	EAu		 1 	 3 	 1 		 1 							 1 	 1 
eae	eae	 1 													
	eaE			 1 			 1 								
	eAe			 1 	 1 										
	eAE			 2 	 1 		 1 			 1 	 1 				
	Eae		 1 	 1 			 1 								
	EaE		 1 	 2 			 2 								
	EAe		 1 	 2 	 1 		 1 							 1 	 1 
	EAE		 1 	 3 	 1 		 2 			 1 	 1 			 1 	 1 
eai	eai	 1 													
	eaI			 1 		 1 	 1 								
	eAi			 1 	 1 										
	eAI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Eai		 1 	 1 			 1 								
	EaI		 1 	 2 		 1 	 2 								
	EAi		 1 	 2 	 1 		 1 							 1 	 1 
	EAI		 1 	 3 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
eaI	eaI					 1 	 1 								
	eai			 1 											
	eAI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eAi			 2 	 1 										
	EaI		 1 	 1 		 1 	 2 								
	Eai		 1 	 2 			 1 								
	EAI		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	EAi		 1 	 3 	 1 		 1 							 1 	 1 
eaE	eaE						 1 								
	eae			 1 											
	eAE			 1 	 1 		 1 			 1 	 1 				
	eAe			 2 	 1 										
	EaE		 1 	 1 			 2 								
	Eae		 1 	 2 			 1 								
	EAE		 1 	 2 	 1 		 2 			 1 	 1 			 1 	 1 
	EAe		 1 	 3 	 1 		 1 							 1 	 1 
eao	eao														
	eaO			 1 	 1 										
	eAO			 2 	 2 										
	Eao		 1 	 1 			 1 								
	EaO		 1 	 2 	 1 		 1 								 1 
	EAo		 1 	 2 	 1 		 1 							 1 	 1 
	EAO		 1 	 3 	 2 		 1 							 1 	 1 
eaa	eaa	 1 													
	eaA			 1 	 1 										
	eAA			 2 	 2 										
	Eaa		 1 	 1 			 1 								
	EaA		 1 	 2 	 1 		 1 								 1 
	EAa		 1 	 2 	 1 		 1 							 1 	 1 
	EAA		 1 	 3 	 2 		 1 							 1 	 1 
eau	eau	 1 													
	eay			 1 	 1 										
	eAy			 2 	 2 										
	Eau		 1 	 1 			 1 								
	Eay		 1 	 2 	 1 		 1 								 1 
	EAu		 1 	 2 	 1 		 1 							 1 	 1 
	EAy		 1 	 3 	 2 		 1 							 1 	 1 
euO	euO				 1 										
	euo			 1 											
	eyO			 1 	 2 										
	eyo			 2 	 1 										
	EuO		 1 	 1 	 1 		 1 								 1 
	Euo		 1 	 2 			 1 								
	EyO		 1 	 2 	 2 		 1 							 1 	 1 
	Eyo		 1 	 3 	 1 		 1 							 1 	 1 
euA	euA				 1 										
	eua			 1 											
	eyA			 1 	 2 										
	eya			 2 	 1 										
	EuA		 1 	 1 	 1 		 1 								 1 
	Eua		 1 	 2 			 1 								
	EyA		 1 	 2 	 2 		 1 							 1 	 1 
	Eya		 1 	 3 	 1 		 1 							 1 	 1 
euy	euy				 1 										
	euu			 1 											
	eyy			 1 	 2 										
	eyu			 2 	 1 										
	Euy		 1 	 1 	 1 		 1 								 1 
	Euu		 1 	 2 			 1 								
	Eyy		 1 	 2 	 2 		 1 							 1 	 1 
	Eyu		 1 	 3 	 1 		 1 							 1 	 1 
eue	eue	 1 													
	euE			 1 			 1 								
	eye			 1 	 1 										
	eyE			 2 	 1 		 1 			 1 	 1 				
	Eue		 1 	 1 			 1 								
	EuE		 1 	 2 			 2 								
	Eye		 1 	 2 	 1 		 1 							 1 	 1 
	EyE		 1 	 3 	 1 		 2 			 1 	 1 			 1 	 1 
eui	eui	 1 													
	euI			 1 		 1 	 1 								
	eyi			 1 	 1 										
	eyI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Eui		 1 	 1 			 1 								
	EuI		 1 	 2 		 1 	 2 								
	Eyi		 1 	 2 	 1 		 1 							 1 	 1 
	EyI		 1 	 3 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
euI	euI					 1 	 1 								
	eui			 1 											
	eyI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	eyi			 2 	 1 										
	EuI		 1 	 1 		 1 	 2 								
	Eui		 1 	 2 			 1 								
	EyI		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 1 			 1 	 1 
	Eyi		 1 	 3 	 1 		 1 							 1 	 1 
euE	euE						 1 								
	eue			 1 											
	eyE			 1 	 1 		 1 			 1 	 1 				
	eye			 2 	 1 										
	EuE		 1 	 1 			 2 								
	Eue		 1 	 2 			 1 								
	EyE		 1 	 2 	 1 		 2 			 1 	 1 			 1 	 1 
	Eye		 1 	 3 	 1 		 1 							 1 	 1 
euo	euo														
	euO			 1 	 1 										
	eyO			 2 	 2 										
	Euo		 1 	 1 			 1 								
	EuO		 1 	 2 	 1 		 1 								 1 
	Eyo		 1 	 2 	 1 		 1 							 1 	 1 
	EyO		 1 	 3 	 2 		 1 							 1 	 1 
eua	eua	 1 													
	euA			 1 	 1 										
	eyA			 2 	 2 										
	Eua		 1 	 1 			 1 								
	EuA		 1 	 2 	 1 		 1 								 1 
	Eya		 1 	 2 	 1 		 1 							 1 	 1 
	EyA		 1 	 3 	 2 		 1 							 1 	 1 
euu	euu	 1 													
	euy			 1 	 1 										
	eyy			 2 	 2 										
	Euu		 1 	 1 			 1 								
	Euy		 1 	 2 	 1 		 1 								 1 
	Eyu		 1 	 2 	 1 		 1 							 1 	 1 
	Eyy		 1 	 3 	 2 		 1 							 1 	 1 
iOO	iOO				 2 										
	iOo			 1 	 1 										
	ioo			 2 											
	IOO		 1 	 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOo		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoO		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Ioo		 1 	 3 		 1 	 1 								
iOA	iOA				 2 										
	iOa			 1 	 1 										
	ioa			 2 											
	IOA		 1 	 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOa		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoA		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Ioa		 1 	 3 		 1 	 1 								
iOy	iOy				 2 										
	iOu			 1 	 1 										
	iou			 2 											
	IOy		 1 	 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOu		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Ioy		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Iou		 1 	 3 		 1 	 1 								
iOe	iOe				 1 										
	iOE			 1 	 1 		 1 			 1 	 1 				
	ioe			 1 											
	ioE			 2 			 1 								
	IOe		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOE		 1 	 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Ioe		 1 	 2 		 1 	 1 								
	IoE		 1 	 3 		 1 	 2 								
iOi	iOi				 1 										
	iOI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	ioi			 1 											
	ioI			 2 		 1 	 1 								
	IOi		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOI		 1 	 2 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Ioi		 1 	 2 		 1 	 1 								
	IoI		 1 	 3 		 2 	 2 								
iOI	iOI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iOi			 1 	 1 										
	ioI			 1 		 1 	 1 								
	ioi			 2 											
	IOI		 1 	 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	IOi		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
