			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
oaa	oaa	1	0	0	0	0	0	0	0	0	0
	oaA		0	1	0	0	0	0	1	0	0
	oAA		0	2	0	0	0	0	2	0	0
	Oaa		1	1	0	0	0	0	1	0	0
	OaA		1	2	0	0	0	0	2	0	0
	OAA		1	3	0	0	0	0	3	0	0
	oa_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_aa		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_A		0	1	0	1	0	0	1	0	0
	_aA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	_AA		0	2	1	1	0	0	2	0	0
	Oa_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_A		1	2	0	1	0	0	2	0	0
	oai		0	1	0	0	0	1	0	0	0
	oii		0	2	0	0	0	2	0	0	0
	iaa		1	1	0	0	1	1	0	0	0
	iai		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	oiA		0	2	0	0	0	1	1	0	0
	iaA		1	2	0	0	1	1	1	0	0
	iiA		1	3	0	0	1	2	1	0	0
	iAA		1	3	0	0	1	1	2	0	0
	Oai		1	2	0	0	0	1	1	0	0
	Oii		1	3	0	0	0	2	1	0	0
	OiA		1	3	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	ia_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ai		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_A		1	2	0	1	1	1	1	0	0
	_iA		0	2	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
oau	oau	1	0	0	0	0	0	0	0	0	0
	oay		0	1	0	0	0	0	1	0	0
	oAy		0	2	0	0	0	0	2	0	0
	Oau		1	1	0	0	0	0	1	0	0
	Oay		1	2	0	0	0	0	2	0	0
	OAy		1	3	0	0	0	0	3	0	0
	oa_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_au		0	0	1	1	0	0	0	0	0
	_a_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_y		0	1	0	1	0	0	1	0	0
	_ay		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	_Ay		0	2	1	1	0	0	2	0	0
	Oa_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_y		1	2	0	1	0	0	2	0	0
	oai		0	1	0	0	0	1	0	0	0
	oii		0	2	0	0	0	2	0	0	0
	iau		1	1	0	0	1	1	0	0	0
	iai		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	oiy		0	2	0	0	0	1	1	0	0
	iay		1	2	0	0	1	1	1	0	0
	iiy		1	3	0	0	1	2	1	0	0
	iAy		1	3	0	0	1	1	2	0	0
	Oai		1	2	0	0	0	1	1	0	0
	Oii		1	3	0	0	0	2	1	0	0
	Oiy		1	3	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	ia_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ai		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_y		1	2	0	1	1	1	1	0	0
	_iy		0	2	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
oue	oue	1	0	0	0	0	0	0	0	0	0
	ouE		0	1	0	0	0	0	0	0	1
	oye		0	1	0	0	0	0	1	0	0
	oyE		0	2	0	0	0	0	1	0	1
	Oue		1	1	0	0	0	0	1	0	0
	OuE		1	2	0	0	0	0	1	0	1
	Oye		1	2	0	0	0	0	2	0	0
	OyE		1	3	0	0	0	0	2	0	1
	ou_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_ue		0	0	1	1	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_E		0	1	0	1	0	0	0	0	1
	_uE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	oy_		0	1	0	1	0	0	1	0	0
	_ye		0	1	1	1	0	0	1	0	0
	_y_		0	1	1	2	0	0	1	0	0
	_yE		0	2	1	1	0	0	1	0	1
	Ou_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_E		1	2	0	1	0	0	1	0	1
	Oy_		1	2	0	1	0	0	2	0	0
	oui		0	0	0	0	0	1	0	0	0
	oie		0	1	0	0	0	1	0	0	0
	oii		0	1	0	0	0	2	0	0	0
	iue		1	1	0	0	1	1	0	0	0
	iui		1	1	0	0	1	2	0	0	0
	iie		1	2	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	oiE		0	2	0	0	0	1	0	0	1
	iuE		1	2	0	0	1	1	0	0	1
	iiE		1	3	0	0	1	2	0	0	1
	oyi		0	1	0	0	0	1	1	0	0
	iye		1	2	0	0	1	1	1	0	0
	iyi		1	2	0	0	1	2	1	0	0
	iyE		1	3	0	0	1	1	1	0	1
	Oui		1	1	0	0	0	1	1	0	0
	Oie		1	2	0	0	0	1	1	0	0
	Oii		1	2	0	0	0	2	1	0	0
	OiE		1	3	0	0	0	1	1	0	1
	Oyi		1	2	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	iu_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	o_i		0	0	0	1	0	1	0	0	0
	i_i		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ui		0	0	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__i		0	0	1	2	0	1	0	0	0
	i_E		1	2	0	1	1	1	0	0	1
	_iE		0	2	1	1	0	1	0	0	1
	iy_		1	2	0	1	1	1	1	0	0
	_yi		0	1	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
	O_i		1	1	0	1	0	1	1	0	0
oui	oui	1	0	0	0	0	0	0	0	0	0
	ouI		0	1	0	0	0	0	0	1	1
	oyi		0	1	0	0	0	0	1	0	0
	oyI		0	2	0	0	0	0	1	1	1
	Oui		1	1	0	0	0	0	1	0	0
	OuI		1	2	0	0	0	0	1	1	1
	Oyi		1	2	0	0	0	0	2	0	0
	OyI		1	3	0	0	0	0	2	1	1
	ou_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_ui		0	0	1	1	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_I		0	1	0	1	0	0	0	1	1
	_uI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	oy_		0	1	0	1	0	0	1	0	0
	_yi		0	1	1	1	0	0	1	0	0
	_y_		0	1	1	2	0	0	1	0	0
	_yI		0	2	1	1	0	0	1	1	1
	Ou_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_I		1	2	0	1	0	0	1	1	1
	Oy_		1	2	0	1	0	0	2	0	0
	oue		0	0	0	0	0	1	0	0	0
	oii		0	1	0	0	0	1	0	0	0
	oie		0	1	0	0	0	2	0	0	0
	iui		1	1	0	0	1	1	0	0	0
	iue		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	2	0	0	0
	iie		1	2	0	0	1	3	0	0	0
	oiI		0	2	0	0	0	1	0	1	1
	iuI		1	2	0	0	1	1	0	1	1
	iiI		1	3	0	0	1	2	0	1	1
	oye		0	1	0	0	0	1	1	0	0
	iyi		1	2	0	0	1	1	1	0	0
	iye		1	2	0	0	1	2	1	0	0
	iyI		1	3	0	0	1	1	1	1	1
	Oue		1	1	0	0	0	1	1	0	0
	Oii		1	2	0	0	0	1	1	0	0
	Oie		1	2	0	0	0	2	1	0	0
	OiI		1	3	0	0	0	1	1	1	1
	Oye		1	2	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	iu_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	o_e		0	0	0	1	0	1	0	0	0
	i_e		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ue		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ie		0	1	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	__e		0	0	1	2	0	1	0	0	0
	i_I		1	2	0	1	1	1	0	1	1
	_iI		0	2	1	1	0	1	0	1	1
	iy_		1	2	0	1	1	1	1	0	0
	_ye		0	1	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
	O_e		1	1	0	1	0	1	1	0	0
ouo	ouo	1	0	0	0	0	0	0	0	0	0
	ouO		0	1	0	0	0	0	1	0	0
	oyO		0	2	0	0	0	0	2	0	0
	Ouo		1	1	0	0	0	0	1	0	0
	OuO		1	2	0	0	0	0	2	0	0
	OyO		1	3	0	0	0	0	3	0	0
	ou_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_uo		0	0	1	1	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_O		0	1	0	1	0	0	1	0	0
	_uO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	_yO		0	2	1	1	0	0	2	0	0
	Ou_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_O		1	2	0	1	0	0	2	0	0
	oui		0	1	0	0	0	1	0	0	0
	oii		0	2	0	0	0	2	0	0	0
	iuo		1	1	0	0	1	1	0	0	0
	iui		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	oiO		0	2	0	0	0	1	1	0	0
	iuO		1	2	0	0	1	1	1	0	0
	iiO		1	3	0	0	1	2	1	0	0
	iyO		1	3	0	0	1	1	2	0	0
	Oui		1	2	0	0	0	1	1	0	0
	Oii		1	3	0	0	0	2	1	0	0
	OiO		1	3	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	iu_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ui		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_O		1	2	0	1	1	1	1	0	0
	_iO		0	2	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
oua	oua	1	0	0	0	0	0	0	0	0	0
	ouA		0	1	0	0	0	0	1	0	0
	oyA		0	2	0	0	0	0	2	0	0
	Oua		1	1	0	0	0	0	1	0	0
	OuA		1	2	0	0	0	0	2	0	0
	OyA		1	3	0	0	0	0	3	0	0
	ou_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_ua		0	0	1	1	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_A		0	1	0	1	0	0	1	0	0
	_uA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	_yA		0	2	1	1	0	0	2	0	0
	Ou_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_A		1	2	0	1	0	0	2	0	0
	oui		0	1	0	0	0	1	0	0	0
	oii		0	2	0	0	0	2	0	0	0
	iua		1	1	0	0	1	1	0	0	0
	iui		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	oiA		0	2	0	0	0	1	1	0	0
	iuA		1	2	0	0	1	1	1	0	0
	iiA		1	3	0	0	1	2	1	0	0
	iyA		1	3	0	0	1	1	2	0	0
	Oui		1	2	0	0	0	1	1	0	0
	Oii		1	3	0	0	0	2	1	0	0
	OiA		1	3	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	iu_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ui		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_A		1	2	0	1	1	1	1	0	0
	_iA		0	2	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
ouu	ouu	1	0	0	0	0	0	0	0	0	0
	ouy		0	1	0	0	0	0	1	0	0
	oyy		0	2	0	0	0	0	2	0	0
	Ouu		1	1	0	0	0	0	1	0	0
	Ouy		1	2	0	0	0	0	2	0	0
	Oyy		1	3	0	0	0	0	3	0	0
	ou_		0	0	0	1	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0
	_uu		0	0	1	1	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	o_y		0	1	0	1	0	0	1	0	0
	_uy		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	_yy		0	2	1	1	0	0	2	0	0
	Ou_		1	1	0	1	0	0	1	0	0
	O__		1	1	0	2	0	0	1	0	0
	O_y		1	2	0	1	0	0	2	0	0
	oui		0	1	0	0	0	1	0	0	0
	oii		0	2	0	0	0	2	0	0	0
	iuu		1	1	0	0	1	1	0	0	0
	iui		1	2	0	0	1	2	0	0	0
	iii		1	3	0	0	1	3	0	0	0
	oiy		0	2	0	0	0	1	1	0	0
	iuy		1	2	0	0	1	1	1	0	0
	iiy		1	3	0	0	1	2	1	0	0
	iyy		1	3	0	0	1	1	2	0	0
	Oui		1	2	0	0	0	1	1	0	0
	Oii		1	3	0	0	0	2	1	0	0
	Oiy		1	3	0	0	0	1	2	0	0
	oi_		0	1	0	1	0	1	0	0	0
	iu_		1	1	0	1	1	1	0	0	0
	ii_		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ui		0	1	1	1	0	1	0	0	0
	_ii		0	2	1	1	0	2	0	0	0
	_i_		0	1	1	2	0	1	0	0	0
	i_y		1	2	0	1	1	1	1	0	0
	_iy		0	2	1	1	0	1	1	0	0
	Oi_		1	2	0	1	0	1	1	0	0
aee	aee	1	0	0	0	0	0	0	0	0	0
	aeE		0	1	0	0	0	0	0	0	1
	aEE		0	2	0	0	0	0	0	0	2
	Aee		1	1	0	0	0	0	1	0	0
	AeE		1	2	0	0	0	0	1	0	1
	AEE		1	3	0	0	0	0	1	0	2
	ae_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ee		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_E		0	1	0	1	0	0	0	0	1
	_eE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	_EE		0	2	1	1	0	0	0	0	2
	Ae_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_E		1	2	0	1	0	0	1	0	1
	aei		0	0	0	0	0	1	0	0	0
	aii		0	0	0	0	0	2	0	0	0
	iee		1	1	0	0	1	1	0	0	0
	iei		1	1	0	0	1	2	0	0	0
	iii		1	1	0	0	1	3	0	0	0
	aiE		0	1	0	0	0	1	0	0	1
	ieE		1	2	0	0	1	1	0	0	1
	iiE		1	2	0	0	1	2	0	0	1
	iEE		1	3	0	0	1	1	0	0	2
	Aei		1	1	0	0	0	1	1	0	0
	Aii		1	1	0	0	0	2	1	0	0
	AiE		1	2	0	0	0	1	1	0	1
	ai_		0	0	0	1	0	1	0	0	0
	ie_		1	1	0	1	1	1	0	0	0
	ii_		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ei		0	0	1	1	0	1	0	0	0
	_ii		0	0	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	i_E		1	2	0	1	1	1	0	0	1
	_iE		0	1	1	1	0	1	0	0	1
	Ai_		1	1	0	1	0	1	1	0	0
aei	aei	1	0	0	0	0	0	0	0	0	0
	aeI		0	1	0	0	0	0	0	1	1
	aEi		0	1	0	0	0	0	0	0	1
	aEI		0	2	0	0	0	0	0	1	2
	Aei		1	1	0	0	0	0	1	0	0
	AeI		1	2	0	0	0	0	1	1	1
	AEi		1	2	0	0	0	0	1	0	1
	AEI		1	3	0	0	0	0	1	1	2
	ae_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ei		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_I		0	1	0	1	0	0	0	1	1
	_eI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	aE_		0	1	0	1	0	0	0	0	1
	_Ei		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EI		0	2	1	1	0	0	0	1	2
	Ae_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_I		1	2	0	1	0	0	1	1	1
	AE_		1	2	0	1	0	0	1	0	1
	aee		0	0	0	0	0	1	0	0	0
	aie		0	0	0	0	0	2	0	0	0
	iei		1	1	0	0	1	1	0	0	0
	iee		1	1	0	0	1	2	0	0	0
	iie		1	1	0	0	1	3	0	0	0
	aiI		0	1	0	0	0	1	0	1	1
	ieI		1	2	0	0	1	1	0	1	1
	iiI		1	2	0	0	1	2	0	1	1
	aEe		0	1	0	0	0	1	0	0	1
	iEi		1	2	0	0	1	1	0	0	1
	iEe		1	2	0	0	1	2	0	0	1
	iEI		1	3	0	0	1	1	0	1	2
	Aee		1	1	0	0	0	1	1	0	0
	Aie		1	1	0	0	0	2	1	0	0
	AiI		1	2	0	0	0	1	1	1	1
	AEe		1	2	0	0	0	1	1	0	1
	ai_		0	0	0	1	0	1	0	0	0
	ie_		1	1	0	1	1	1	0	0	0
	ii_		1	1	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ee		0	0	1	1	0	1	0	0	0
	_ie		0	0	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	i_I		1	2	0	1	1	1	0	1	1
	_iI		0	1	1	1	0	1	0	1	1
	iE_		1	2	0	1	1	1	0	0	1
	_Ee		0	1	1	1	0	1	0	0	1
	Ai_		1	1	0	1	0	1	1	0	0
aeo	aeo	1	0	0	0	0	0	0	0	0	0
	aeO		0	1	0	0	0	0	1	0	0
	aEo		0	1	0	0	0	0	0	0	1
	aEO		0	2	0	0	0	0	1	0	1
	Aeo		1	1	0	0	0	0	1	0	0
	AeO		1	2	0	0	0	0	2	0	0
	AEo		1	2	0	0	0	0	1	0	1
	AEO		1	3	0	0	0	0	2	0	1
	ae_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_eo		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_O		0	1	0	1	0	0	1	0	0
	_eO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	aE_		0	1	0	1	0	0	0	0	1
	_Eo		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EO		0	2	1	1	0	0	1	0	1
	Ae_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_O		1	2	0	1	0	0	2	0	0
	AE_		1	2	0	1	0	0	1	0	1
	aei		0	1	0	0	0	1	0	0	0
	aio		0	0	0	0	0	1	0	0	0
	aii		0	1	0	0	0	2	0	0	0
	ieo		1	1	0	0	1	1	0	0	0
	iei		1	2	0	0	1	2	0	0	0
	iio		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	aiO		0	1	0	0	0	1	1	0	0
	ieO		1	2	0	0	1	1	1	0	0
	iiO		1	2	0	0	1	2	1	0	0
	aEi		0	2	0	0	0	1	0	0	1
	iEo		1	2	0	0	1	1	0	0	1
	iEi		1	3	0	0	1	2	0	0	1
	iEO		1	3	0	0	1	1	1	0	1
	Aei		1	2	0	0	0	1	1	0	0
	Aio		1	1	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	2	1	0	0
	AiO		1	2	0	0	0	1	2	0	0
	AEi		1	3	0	0	0	1	1	0	1
	ai_		0	0	0	1	0	1	0	0	0
	ie_		1	1	0	1	1	1	0	0	0
	ii_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_io		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_O		1	2	0	1	1	1	1	0	0
	_iO		0	1	1	1	0	1	1	0	0
	iE_		1	2	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	Ai_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aea	aea	1	0	0	0	0	0	0	0	0	0
	aeA		0	1	0	0	0	0	1	0	0
	aEa		0	1	0	0	0	0	0	0	1
	aEA		0	2	0	0	0	0	1	0	1
	Aea		1	1	0	0	0	0	1	0	0
	AeA		1	2	0	0	0	0	2	0	0
	AEa		1	2	0	0	0	0	1	0	1
	AEA		1	3	0	0	0	0	2	0	1
	ae_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ea		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_A		0	1	0	1	0	0	1	0	0
	_eA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	aE_		0	1	0	1	0	0	0	0	1
	_Ea		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EA		0	2	1	1	0	0	1	0	1
	Ae_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_A		1	2	0	1	0	0	2	0	0
	AE_		1	2	0	1	0	0	1	0	1
	aei		0	1	0	0	0	1	0	0	0
	aia		0	0	0	0	0	1	0	0	0
	aii		0	1	0	0	0	2	0	0	0
	iea		1	1	0	0	1	1	0	0	0
	iei		1	2	0	0	1	2	0	0	0
	iia		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	aiA		0	1	0	0	0	1	1	0	0
	ieA		1	2	0	0	1	1	1	0	0
	iiA		1	2	0	0	1	2	1	0	0
	aEi		0	2	0	0	0	1	0	0	1
	iEa		1	2	0	0	1	1	0	0	1
	iEi		1	3	0	0	1	2	0	0	1
	iEA		1	3	0	0	1	1	1	0	1
	Aei		1	2	0	0	0	1	1	0	0
	Aia		1	1	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	2	1	0	0
	AiA		1	2	0	0	0	1	2	0	0
	AEi		1	3	0	0	0	1	1	0	1
	ai_		0	0	0	1	0	1	0	0	0
	ie_		1	1	0	1	1	1	0	0	0
	ii_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_ia		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_A		1	2	0	1	1	1	1	0	0
	_iA		0	1	1	1	0	1	1	0	0
	iE_		1	2	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	Ai_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aeu	aeu	1	0	0	0	0	0	0	0	0	0
	aey		0	1	0	0	0	0	1	0	0
	aEu		0	1	0	0	0	0	0	0	1
	aEy		0	2	0	0	0	0	1	0	1
	Aeu		1	1	0	0	0	0	1	0	0
	Aey		1	2	0	0	0	0	2	0	0
	AEu		1	2	0	0	0	0	1	0	1
	AEy		1	3	0	0	0	0	2	0	1
	ae_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_eu		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	a_y		0	1	0	1	0	0	1	0	0
	_ey		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	aE_		0	1	0	1	0	0	0	0	1
	_Eu		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_Ey		0	2	1	1	0	0	1	0	1
	Ae_		1	1	0	1	0	0	1	0	0
	A__		1	1	0	2	0	0	1	0	0
	A_y		1	2	0	1	0	0	2	0	0
	AE_		1	2	0	1	0	0	1	0	1
	aei		0	1	0	0	0	1	0	0	0
	aiu		0	0	0	0	0	1	0	0	0
	aii		0	1	0	0	0	2	0	0	0
	ieu		1	1	0	0	1	1	0	0	0
	iei		1	2	0	0	1	2	0	0	0
	iiu		1	1	0	0	1	2	0	0	0
	iii		1	2	0	0	1	3	0	0	0
	aiy		0	1	0	0	0	1	1	0	0
	iey		1	2	0	0	1	1	1	0	0
	iiy		1	2	0	0	1	2	1	0	0
	aEi		0	2	0	0	0	1	0	0	1
	iEu		1	2	0	0	1	1	0	0	1
	iEi		1	3	0	0	1	2	0	0	1
	iEy		1	3	0	0	1	1	1	0	1
	Aei		1	2	0	0	0	1	1	0	0
	Aiu		1	1	0	0	0	1	1	0	0
	Aii		1	2	0	0	0	2	1	0	0
	Aiy		1	2	0	0	0	1	2	0	0
	AEi		1	3	0	0	0	1	1	0	1
	ai_		0	0	0	1	0	1	0	0	0
	ie_		1	1	0	1	1	1	0	0	0
	ii_		1	1	0	1	1	2	0	0	0
	a_i		0	1	0	1	0	1	0	0	0
	i_i		1	2	0	1	1	2	0	0	0
	i__		1	1	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_iu		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_y		1	2	0	1	1	1	1	0	0
	_iy		0	1	1	1	0	1	1	0	0
	iE_		1	2	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	Ai_		1	1	0	1	0	1	1	0	0
	A_i		1	2	0	1	0	1	1	0	0
aie	aie	1	0	0	0	0	0	0	0	0	0
	aiE		0	1	0	0	0	0	0	0	1
	aIe		0	1	0	0	0	0	0	1	1
	aIE		0	2	0	0	0	0	0	1	2
	Aie		1	1	0	0	0	0	1	0	0
	AiE		1	2	0	0	0	0	1	0	1
	AIe		1	2	0	0	0	0	1	1	1
	AIE		1	3	0	0	0	0	1	1	2
	ai_		0	0	0	1	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0
	_ie		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
