			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
			Id(Bk)Syl1	Id(Bk)	MaxIO(Fr)Syl1	MaxIO(Fr)	MaxIO(Bk)Syl1	MaxIO(Bk)	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*F1	*B1	*F4_B5	*F4..._B5	*F3_B2	*F3..._B2	*_B5F4	*_B5...F4
	eE		0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	Ee		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	EE		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	e_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_E		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	E_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ei		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ie		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iE		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ei		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ei	ei	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	eI		0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
	Ei		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EI		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	e_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_I		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	E_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ee		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ii		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ie		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iI		0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
	Ee		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	i_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
eE	eE	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	ee		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EE		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ee		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_E		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_e		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	E_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iE		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ie		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ei		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
eo	eo	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	eO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	Eo		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EO		1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_O		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	E_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	io		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iO		0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
	Ei		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Ee		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ea	ea	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	eA		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ea		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EA		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_A		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	E_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ia		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iA		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ei		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Ee		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
eu	eu	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	ey		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Eu		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ey		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_y		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	E_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iu		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	iy		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ei		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	Ee		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
iA	iA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ia		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	IA		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	Ia		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	i_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_A		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_a		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	ii		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eA		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ei		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ea		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	Ii		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
iy	iy	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iu		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Iy		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	Iu		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	i_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_y		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_u		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	ii		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ey		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ei		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eu		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	Ii		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ie	ie	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iE		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ie		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	IE		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	i_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_E		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	ii		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ee		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ei		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eE		0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	Ii		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	e_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ii	ii	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iI		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Ii		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	II		1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	i_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
	_I		0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	I_		1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	ie		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ei		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ee		0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eI		0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0
	Ie		1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
iE	iE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ie		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	IE		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Ie		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_E		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_e		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eE		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ee		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	e_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
io	io	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	Io		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IO		1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_O		0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
	I_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eo		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eO		0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
	Ii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ia	ia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iA		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ia		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IA		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_A		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ea		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eA		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
iu	iu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iy		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Iu		1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Iy		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	i_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
	_y		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	ii		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eu		0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ey		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Ii		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	e_		0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Ii	Ii	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	II		0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
	ii		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iI		1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	I_		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
	_i		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
	_I		0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
	i_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ie		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	ie		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ei		1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ee		1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eI		1	2	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0
	e_		1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_e		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
IE	IE	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Ie		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	iE		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ie		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_E		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_e		0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	i_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ii		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	ii		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eE		1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ee		1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Io	Io	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IO		0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
	io		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iO		1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	I_		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_o		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_O		0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
	i_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ii		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	ii		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eo		1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eO		1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Ia	Ia	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	IA		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	ia		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iA		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_a		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_A		0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	i_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ii		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	ii		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	ea		1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	eA		1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Iu	Iu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	Iy		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
	iu		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	iy		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	I_		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
	_u		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_y		0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	i_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ii		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
	Ie		0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
	ii		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	eu		1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
	ei		1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ey		1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Ei	Ei	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EI		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	ei		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	eI		1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
	E_		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	_i		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
	_I		0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
	e_		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ee		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
	ii		1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ie		1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ee		1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iI		1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
	i_		1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
	_e		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
EE	EE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Ee		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
	eE		1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	ee		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	E_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_E		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_e		0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	iE		1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ii		1	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
	ie		1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	ei		1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	i_		1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
	_i		0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Eo	Eo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	EO		0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
	eo		1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
	eO		1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	E_		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	_o		0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
	__		0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
	_O		0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
	e_		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
	Ei		0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
